A1x,A1y,A1z,G1x,G1y,G1z,A2x,A2y,A2z,G2x,G2y,G2z,A3x,A3y,A3z,G3x,G3y,G3z,A4x,A4y,A4z,G4x,G4y,G4z,A5x,A5y,A5z,G5x,G5y,G5z,A6x,A6y,A6z,G6x,G6y,G6z
-5776,3812,-14488,6212,-694,-639,-164,12052,-12424,2311,-41,274,-6148,13020,8124,1342,463,-165,-8128,948,12240,384,-93,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-3664,6764,-15680,4260,558,2216,-328,15040,-13252,-513,1000,333,-7056,11464,8272,-299,501,-237,-7716,1720,11368,155,711,342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-5780,908,-13804,1733,3477,-1078,-1048,9424,-12248,724,-369,623,-6348,13252,8260,635,-201,-4,-8208,832,12672,-859,677,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4368,5320,-12884,3971,-824,675,104,14420,-14124,2867,507,611,-7492,11452,8392,-366,456,-423,-8064,616,11860,181,362,-385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4168,2328,-14712,-2983,-633,2366,-1048,11216,-13292,-4681,384,329,-7184,14068,7996,397,-244,-845,-8156,1964,13092,-247,-88,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-5716,2796,-13572,4860,1652,-688,-1952,9888,-12648,3586,-1181,778,-7268,12352,8152,-1261,-535,220,-8344,1280,11908,-262,-298,-115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-5100,4648,-13488,-2858,-1475,2415,1924,17756,-13960,-3354,439,144,-6796,10924,8192,722,-248,-691,-8440,1000,12272,311,520,-528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4620,1096,-15276,-584,1081,-443,-2936,6800,-11960,-2984,813,1019,-5808,13840,7724,511,-464,-922,-7696,1196,12744,546,-705,-27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4060,4892,-12816,-160,2000,791,-208,13840,-13520,2855,-1023,86,-7688,11880,8356,-743,-598,-12,-8332,1184,11712,-692,545,-463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-3576,1168,-13484,-3522,-261,595,812,12716,-12736,-6174,123,-334,-6316,12220,8024,585,-265,-1185,-7528,1324,12896,138,224,-442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
